Model,Scenario,Region,Variable,Unit,Meta,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5ASIA,Emissions|CO2,Mt CO2/yr,0,,,,,,11411.581,,,,,12885.3961,,,,,14559.2718,16418.3085,11438.5805,7713.4957,4575.144,2230.6886,471.4117,-98.4151,-1126.7062,-1554.6874,-2007.5331,-2445.3946,-2719.3823,-2806.7225,-2995.3015,-3197.835,-2960.0214,-3067.2611
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5ASIA,GDP|PPP,billion US$2010/yr,0,,,,,,13802.78372,,,,,20450.59456,,,,,29190.57669,40904.66677,52140.36102,63341.51175,74852.21106,86348.75194,97862.22699,109633.9705,121805.531,133868.871,146103.716,157826.0605,168513.0283,180908.232,193066.4435,204799.1299,216705.9612,229172.6203
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5ASIA,Population,million,0,,,,,,3472.0678,,,,,3657.7622,,,,,3829.2151,3989.7215,4128.047,4241.4221,4331.3996,4397.2363,4439.6039,4456.4647,4449.0332,4417.76,4366.8826,4301.3966,4222.7555,4131.7486,4030.8947,3924.3574,3814.9436,3705.5529
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5LAM,Emissions|CO2,Mt CO2/yr,0,,,,,,2410.8657,,,,,2278.3715,,,,,2559.9584,2290.5318,1634.4429,1063.7839,307.3594,-509.5803,-1260.2499,-606.7446,-782.9931,-929.0925,-1067.2735,-1166.9694,-1208.7097,-1199.8983,-1362.7239,-1612.6242,-1107.8404,-1174.4345
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5LAM,GDP|PPP,billion US$2010/yr,0,,,,,,4923.63168,,,,,5871.22657,,,,,7107.36961,8583.53166,10070.42718,11546.01019,13106.03206,14812.99677,16648.1975,18711.75548,20874.64148,23200.6247,25662.99934,28225.54713,30904.78457,33790.99086,36796.1484,39900.59414,43276.9403,46717.81136
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5LAM,Population,million,0,,,,,,557.1652,,,,,590.2103,,,,,622.1804,652.3691,680.0736,704.5818,725.4792,742.7466,756.2559,765.7641,771.2783,773.193,772.4708,769.4215,764.1637,756.946,748.0018,737.7803,726.6989,715.0074
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5MAF,Emissions|CO2,Mt CO2/yr,0,,,,,,3402.7548,,,,,5257.0872,,,,,5801.0045,6323.6163,3189.1145,2363.2665,1371.0385,392.1314,-447.3327,-256.3026,-598.9546,-794.4104,-963.9084,-1087.817,-1089.4445,-1135.9926,-1259.0322,-1367.4102,-1180.2284,-1271.3069
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5MAF,GDP|PPP,billion US$2010/yr,0,,,,,,4281.18746,,,,,5580.20903,,,,,6972.23065,8927.37065,11033.9669,13342.05774,16111.96466,19544.78053,23591.54699,28319.6562,35286.84489,42865.7933,51956.73109,61988.1273,69643.36093,83117.39304,97978.78717,113832.2373,130167.6816,150185.0521
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,R5MAF,Population,million,0,,,,,,1101.2485,,,,,1237.7147,,,,,1381.2214,1529.6882,1679.6803,1829.4197,1977.7101,2122.6982,2261.4407,2391.9941,2510.1467,2615.896,2710.7974,2794.4078,2866.0481,2925.9139,2974.1436,3011.1002,3038.0636,3055.6233
